content_rating,genres,runtime,budget,gross,num_voted_users,num_critic_for_reviews,num_user_for_reviews,imdb_score,aspect_ratio,cast_total_facebook_likes
PG-13,Comedy,106,600000,171988,448,15,16,5.6,1.85,1281
PG-13,Comedy,104,22000000,5974653,2253,18,111,4.1,1.85,4221
PG-13,Comedy,100,2500000,71904,806,18,18,5.7,1.85,1491
PG-13,Comedy,117,2200000,379643,1573,18,29,5.9,1.85,2161
PG-13,Comedy,105,25000000,22723,2236,19,40,4.5,2.35,1732
PG-13,Comedy,93,10000000,5561,4995,20,34,3.9,1.85,4725
PG-13,Comedy,120,1000000,3773863,4583,20,55,7.1,2.35,2563
PG-13,Comedy,106,14000000,115504,4820,22,26,6.2,2.35,1739
PG-13,Comedy,95,15000000,4006906,3229,23,20,4.1,1.85,4990
PG-13,Comedy,91,10000000,19348,2941,23,11,5.5,2.35,16118
PG-13,Comedy,111,10000000,3333823,5612,23,122,5.5,2.35,5262
PG-13,Comedy,100,25000000,52528330,4265,24,27,4.7,1.85,3202
PG-13,Comedy,111,18500000,6462576,1449,24,30,5.4,2.35,824
PG-13,Comedy,125,17000000,4068087,2164,25,74,7.7,1.85,1281
PG-13,Comedy,101,2400000,978908,4057,25,90,5.1,2.35,2306
PG-13,Comedy,95,5600000,7009668,8707,25,36,2.1,1.85,2000
PG-13,Comedy,93,7000000,5694308,13815,25,46,2,1.85,3128
PG-13,Comedy,120,4000000,100412,2112,26,7,7.7,2.35,824
PG-13,Comedy,81,10000000,6982680,6965,29,69,5.7,1.85,3848
PG-13,Comedy,79,1000000,279282,3806,29,49,6.1,1.85,2489
PG-13,Comedy,81,3000000,3293258,11399,31,131,5.2,1.85,2238
PG-13,Comedy,110,38000000,623374,4757,31,67,5.2,2.35,2120
PG-13,Comedy,95,25000000,5654777,4875,31,26,4.1,2.35,2165
PG-13,Comedy,114,20000000,65623128,7354,31,50,4.8,1.85,2753
PG-13,Comedy,104,4000000,143653,1177,31,10,6,2.35,1281
PG-13,Comedy,91,15600000,13571817,5312,32,40,4.5,1.85,3104
PG-13,Comedy,99,8000000,127144,5159,32,27,5.5,2.35,9608
PG-13,Comedy,88,6500000,110029,1388,33,31,6.3,2.35,225
PG-13,Comedy,129,2000000,34522221,15401,34,175,7,2.35,2300
PG-13,Comedy,97,7500000,4131640,5463,35,20,3.1,1.85,4091
PG-13,Comedy,113,13000000,51697449,8346,36,59,4.1,1.85,1465
PG-13,Comedy,89,11000000,13903262,14656,37,90,6.3,1.85,4291
PG-13,Comedy,109,8000000,27362712,5971,37,60,6.5,1.85,3199
PG-13,Comedy,86,16000000,34308901,15939,37,87,5.1,2.35,4435
PG-13,Comedy,99,3000000,7059537,8279,37,101,3,1.85,2321
PG-13,Comedy,89,4000000,15655665,9104,37,112,3.1,1.33,2135
PG-13,Comedy,117,13000000,49121934,6528,37,32,6.1,2.35,6554
PG-13,Comedy,108,1200000,594904,2582,38,89,6,1.85,1805
PG-13,Comedy,109,1800000,3050934,2794,39,78,7.3,1.85,2187
PG-13,Comedy,97,2000000,2557668,3911,39,22,5.3,1.85,2739
PG-13,Comedy,97,1000000,144431,1290,40,13,7.3,1.85,118
PG-13,Comedy,121,20000000,60072596,7664,40,68,4.4,1.85,6657
PG-13,Comedy,97,9000000,1046166,2599,41,45,4.2,2.35,1835
PG-13,Comedy,113,15000000,55184721,9811,41,100,5.6,1.85,6510
PG-13,Comedy,115,5000000,44456509,22105,41,81,7.6,1.85,688
PG-13,Comedy,90,5000000,92900,3662,43,23,4.7,1.85,3146
PG-13,Comedy,95,15000000,9123834,4065,43,33,5.3,2.35,3322
PG-13,Comedy,96,15000000,10494147,7403,44,162,5.1,1.85,3142
PG-13,Comedy,94,35000000,13264986,12077,44,162,6,1.85,1668
PG-13,Comedy,95,35200000,37788228,15046,44,80,5.4,1.85,4537
PG-13,Comedy,120,10000000,1055654,20426,44,175,7.3,2.35,2673
PG-13,Comedy,88,24000000,20218,5431,45,50,5.3,2.35,2557
PG-13,Comedy,97,12000000,31179516,5928,45,49,4.3,2.35,5006
PG-13,Comedy,83,12000000,7001720,8560,45,205,4.3,2.35,2907
PG-13,Comedy,99,8000000,10572742,2326,45,21,6.1,1.85,2269
PG-13,Comedy,106,20000000,6420319,15978,45,122,7.4,2.35,5705
PG-13,Comedy,95,50000000,33422806,30771,46,164,4.8,2.35,2643
PG-13,Comedy,101,16000000,14108518,8215,46,95,5.7,1.85,1882
PG-13,Comedy,96,6000000,371081,7479,46,86,7,1.85,51441
PG-13,Comedy,107,6000000,63231524,8962,46,137,5,1.85,5264
PG-13,Comedy,107,6000000,54606,1940,47,34,6.2,2.35,2440
PG-13,Comedy,84,13000000,5002310,25541,47,181,5.6,2.35,18864
PG-13,Comedy,98,6000000,795126,4976,47,52,7.6,1.85,955
PG-13,Comedy,108,10000000,11703287,4360,47,148,7,2.35,1058
PG-13,Comedy,90,2500000,75727,5699,47,40,5.9,1.85,862
PG-13,Comedy,105,15000000,5217498,3668,49,85,4.6,1.85,2312
PG-13,Comedy,92,13000000,28972187,28805,49,159,5.9,1.85,12687
PG-13,Comedy,94,15000000,8735529,8055,50,89,5.5,1.85,13524
PG-13,Comedy,108,34000000,19693891,12993,50,107,4.9,1.85,3344
PG-13,Comedy,91,3500000,96793,12188,50,135,5.3,2.35,6380
PG-13,Comedy,106,18000000,64955956,10104,50,69,5.7,1.85,3956
PG-13,Comedy,107,24000000,12372410,11709,51,101,5.3,1.85,4971
PG-13,Comedy,114,34000000,6543194,3740,52,61,5.6,2.35,1778
PG-13,Comedy,85,25000000,13973532,11211,52,92,5.1,1.85,3065
PG-13,Comedy,85,25000000,13973532,11211,52,92,5.1,1.85,3065
PG-13,Comedy,112,6600000,37295394,7973,52,59,5.7,1.85,5959
PG-13,Comedy,96,8500000,21564616,7098,52,41,5,1.85,8097
PG-13,Comedy,106,24000000,65182182,15310,52,38,5.7,2.35,4830
PG-13,Comedy,88,23000000,13019253,3914,53,47,5.6,1.85,1509
PG-13,Comedy,93,40000000,4835968,4821,53,82,4.5,2.35,4123
PG-13,Comedy,91,20000000,8104069,9785,53,26,4.5,1.85,2700
PG-13,Comedy,92,16000000,2964,7444,54,42,5.1,1.78,3086
PG-13,Comedy,90,14000000,15549702,24038,56,123,4.6,1.85,3007
PG-13,Comedy,104,6000000,1346503,3024,56,22,6.1,2.35,2430
PG-13,Comedy,98,13000000,15361537,12263,58,132,4.6,1.85,1855
PG-13,Comedy,95,8000000,40066497,23671,58,247,3.5,1.85,1792
PG-13,Comedy,84,13200000,52543632,12676,58,84,5.6,2.35,2297
PG-13,Comedy,100,40000000,19118247,19829,59,94,5.4,2.35,6171
PG-13,Comedy,103,1900000,1420578,4894,60,122,6.4,2.35,2389
PG-13,Comedy,94,1400000,36830,3291,60,63,6.6,1.85,256
PG-13,Comedy,91,3300000,8108247,9607,60,174,7.4,1.85,2747
PG-13,Comedy,102,15500000,317040,6723,60,36,6.8,2.35,30978
PG-13,Comedy,87,30000000,64172251,19079,61,122,5.4,1.85,2911
PG-13,Comedy,84,40000000,4777007,15130,61,98,5.8,2.35,1149
PG-13,Comedy,86,14000000,10397365,11693,61,104,5.4,2.35,2165
PG-13,Comedy,170,22000000,59696176,15448,61,174,5.6,2.35,775
PG-13,Comedy,86,11000000,23978402,10966,62,100,4.6,1.85,3850
PG-13,Comedy,109,37000000,69148997,98794,62,251,5.4,1.85,6313
PG-13,Comedy,116,5500000,50382128,10472,62,202,5.6,1.85,2723
PG-13,Comedy,87,22000000,11560259,15617,63,180,5.8,2.35,22485
PG-13,Comedy,81,10000000,16033556,37901,63,518,6.2,2.35,361
PG-13,Comedy,104,30000000,21800302,12164,63,63,5.5,1.85,4462
PG-13,Comedy,91,9000000,20035310,12324,64,173,4.9,1.85,4409
PG-13,Comedy,94,45000000,32095318,12466,64,84,5.5,1.85,3664
PG-13,Comedy,84,14000000,3100650,7277,64,181,3.9,1.85,417
PG-13,Comedy,118,20000000,56398162,28649,64,185,5.7,2.35,2390
PG-13,Comedy,99,29000000,16930185,14315,64,101,5.3,1.85,4169
PG-13,Comedy,135,16000000,1666262,5321,64,78,6.7,1.66,2096
PG-13,Comedy,101,23000000,12189514,30092,65,129,6.1,2.35,829
PG-13,Comedy,101,23000000,12189514,30092,65,129,6.1,2.35,842
PG-13,Comedy,99,40000000,70163652,31968,65,82,4.6,1.85,19334
PG-13,Comedy,95,9000000,2955039,3624,65,27,6.2,2.35,2007
PG-13,Comedy,110,20000000,8888355,7894,65,25,5,1.85,3177
PG-13,Comedy,104,22000000,4273372,19412,66,308,2.1,2.35,1854
PG-13,Comedy,95,100000000,4411102,20295,66,164,3.8,1.85,6161
PG-13,Comedy,94,16000000,20627372,13661,67,134,5.3,1.85,3451
PG-13,Comedy,124,15000000,27441122,14322,68,116,7.2,1.85,5135
PG-13,Comedy,115,18000000,17174870,15817,68,210,6.7,2.35,1201
PG-13,Comedy,141,5600000,3064356,3433,68,81,6.9,1.85,2584
PG-13,Comedy,98,8000000,117190,29994,68,86,6.9,2.35,11770
PG-13,Comedy,104,30000000,40118420,26066,69,216,5.6,1.85,1165
PG-13,Comedy,114,20000000,2353728,4293,69,53,6.9,2.35,1776
PG-13,Comedy,91,40000000,18438149,30842,70,93,5.9,2.35,222
PG-13,Comedy,103,14000000,20246959,5721,71,20,4.9,2.35,3299
PG-13,Comedy,99,25000000,10719367,7909,72,157,4.9,2.35,28987
PG-13,Comedy,83,33000000,8326035,21933,72,76,5.5,1.85,1019
PG-13,Comedy,108,16500000,11702090,37700,72,50,6.3,2.35,2785
PG-13,Comedy,96,30000000,14208384,11520,73,105,5.6,1.85,977
PG-13,Comedy,105,35000000,20422207,15052,73,116,5.2,2.35,4369
PG-13,Comedy,93,75000000,5409517,14280,74,171,4.7,1.85,5580
PG-13,Comedy,98,40000000,16323969,45775,74,112,5.5,1.85,18085
PG-13,Comedy,82,5000000,13350177,7904,74,113,3.8,1.85,4856
PG-13,Comedy,84,22000000,55762229,47383,75,132,4.8,1.85,1203
PG-13,Comedy,90,3000000,5844929,6000,75,109,7,1.85,2510
PG-13,Comedy,98,17000000,22734486,11815,75,117,5.6,2.35,2713
PG-13,Comedy,88,50000000,6471394,15880,75,93,4.9,2.35,11972
PG-13,Comedy,99,40000000,12181484,26390,76,176,4.8,1.85,1189
PG-13,Comedy,110,39000000,5881504,5917,76,50,5.3,2.35,2972
PG-13,Comedy,108,20000000,8054280,6838,76,117,6.3,1.85,2730
PG-13,Comedy,114,35000000,42168445,10791,76,39,5.3,1.85,3565
PG-13,Comedy,84,20000000,15712072,13210,77,138,5.8,2.35,2915
PG-13,Comedy,101,87000000,26082914,51349,77,213,4.3,2.35,993
PG-13,Comedy,102,36000000,1068392,3865,77,53,5.9,2.35,3497
PG-13,Comedy,86,14000000,9402410,11233,77,32,5.4,2.35,3715
PG-13,Comedy,122,12000000,91547205,34579,77,62,6.6,2.35,5165
PG-13,Comedy,120,15000000,33771174,27044,78,240,6.8,1.85,22383
PG-13,Comedy,91,17700000,27087695,41664,78,205,5.9,1.85,2543
PG-13,Comedy,89,40000000,9652000,46205,78,147,5.8,1.85,3096
PG-13,Comedy,104,11000000,352786,11132,78,86,6.8,2.35,150
PG-13,Comedy,92,20000000,18843314,27486,78,284,4.7,1.85,1045
PG-13,Comedy,98,64000000,58255287,39471,78,187,4.3,1.85,6334
PG-13,Comedy,120,16000000,634277,5166,78,27,7.3,2.35,1651
PG-13,Comedy,105,36000000,2126511,21912,78,45,7.2,2.35,615
PG-13,Comedy,98,20000000,15464026,23076,81,158,5.3,1.85,1189
PG-13,Comedy,89,17000000,12693621,10885,81,271,4.8,2.35,4060
PG-13,Comedy,98,60000000,50189179,61966,81,207,5.3,1.85,2018
PG-13,Comedy,86,25000000,38230435,29661,81,179,5.8,1.85,3001
PG-13,Comedy,101,20000000,15408822,14147,81,92,5.6,1.85,2698
PG-13,Comedy,97,10000000,11043445,27689,81,74,6.5,2.35,20312
PG-13,Comedy,94,60000000,36037909,10132,82,130,4.7,1.85,1238
PG-13,Comedy,110,26000000,14469428,10667,82,95,5.2,1.85,2466
PG-13,Comedy,116,17000000,24397469,5161,82,48,5.7,2.35,5804
PG-13,Comedy,109,12500000,14060950,14354,83,139,6.9,1.85,14347
PG-13,Comedy,88,25000000,25615792,10161,83,50,3.5,1.85,4378
PG-13,Comedy,96,16000000,15427192,11768,84,148,5.6,1.85,11078
PG-13,Comedy,135,14000000,16929123,21406,84,169,6.5,1.85,6214
PG-13,Comedy,280,56000000,12870569,13215,84,497,6.3,2.35,1671
PG-13,Comedy,95,24000000,16964743,22844,84,140,5.6,2.35,4681
PG-13,Comedy,123,21000000,36581633,52533,84,235,7.5,1.85,3994
PG-13,Comedy,220,57000000,15527125,11388,85,183,5.8,2.35,15006
PG-13,Comedy,106,21000000,40219708,22649,85,131,6.3,1.85,18630
PG-13,Comedy,85,19000000,26096584,30651,85,267,3.4,1.37,1653
PG-13,Comedy,125,30000000,38432823,33067,85,134,6.9,2.35,15811
PG-13,Comedy,103,12000000,28435406,37681,85,151,5.5,1.85,4441
PG-13,Comedy,118,26000000,26761283,43084,85,99,6.7,2.35,3197
PG-13,Comedy,99,25000000,14983572,9361,86,162,4.7,1.85,2498
PG-13,Comedy,85,8500000,28563926,16300,86,217,5,2.35,3819
PG-13,Comedy,103,40000000,14448589,19364,86,128,5.8,2.35,12566
PG-13,Comedy,84,40000000,21176322,23747,86,207,4,2.35,5039
PG-13,Comedy,109,14000000,61356221,19505,86,162,5.2,2.35,3544
PG-13,Comedy,90,80000000,39442871,80639,87,237,5.3,1.85,25190
PG-13,Comedy,74,40000000,7262288,17307,87,186,6.5,1.85,13917
PG-13,Comedy,113,32000000,37911876,19671,88,47,4.4,2.35,3500
PG-13,Comedy,132,48000000,29781453,22447,89,210,6.4,1.85,4796
PG-13,Comedy,90,28000000,17848322,18771,90,102,5.9,2.35,961
PG-13,Comedy,103,60000000,668171,8215,90,132,5.6,2.35,949
PG-13,Comedy,118,10000000,4280577,50919,90,114,6.8,2.35,2859
PG-13,Comedy,75,33000000,57651794,40651,90,209,5.6,1.85,13125
PG-13,Comedy,102,35000000,5932060,29285,90,174,5.4,2.35,14625
PG-13,Comedy,92,8000000,1071240,3571,90,34,6.9,2.35,15848
PG-13,Comedy,78,150000,2882062,5178,91,101,6.3,1.85,1144
PG-13,Comedy,102,12000000,75074950,22147,91,156,6.3,1.85,2754
PG-13,Comedy,105,20000000,33687630,116762,91,261,6.4,1.85,20109
PG-13,Comedy,121,9000000,21569041,8058,91,57,6.6,2.35,3745
PG-13,Comedy,97,23000000,27338033,19709,92,167,6.1,1.85,20798
PG-13,Comedy,110,20000000,263365,6147,92,36,5.4,2.35,3785
PG-13,Comedy,98,22000000,14252830,18900,93,242,5.3,1.85,3769
PG-13,Comedy,116,27000000,69586544,15352,93,199,6,2.35,3845
PG-13,Comedy,119,50000000,37486138,30890,93,106,6,1.85,2052
PG-13,Comedy,107,35000000,10956379,21506,93,364,3.6,2.35,3274
PG-13,Comedy,91,8495000,1712111,7199,93,53,4.5,1.85,7875
PG-13,Comedy,109,65000000,123307945,39391,94,171,4.3,1.85,2818
PG-13,Comedy,119,40000000,25178165,70292,94,274,6.7,1.85,29484
PG-13,Comedy,97,25000000,31526393,22243,94,144,4.6,2.35,2730
PG-13,Comedy,95,19000000,58156435,37479,94,152,5.9,2.35,1266
PG-13,Comedy,98,10000000,1754319,13174,94,81,7.2,1.85,2214
PG-13,Comedy,106,30000000,17951431,25462,95,200,5.8,2.35,4239
PG-13,Comedy,96,22000000,19351569,33287,97,201,5.9,1.85,664
PG-13,Comedy,108,38000000,127214072,83786,97,392,6.1,2.35,4251
PG-13,Comedy,95,18000000,56127162,57479,97,205,5.4,1.85,2020
PG-13,Comedy,94,25000000,30222640,36666,97,144,5.3,1.85,4868
PG-13,Comedy,98,23000000,58006147,67653,97,108,6.2,1.85,816
PG-13,Comedy,88,15000000,6373693,11498,97,53,5.3,1.85,25637
PG-13,Comedy,107,17000000,26284475,9051,97,68,5.7,2.35,10691
PG-13,Comedy,85,49000000,43905746,77684,98,294,5.9,2.35,32831
PG-13,Comedy,89,53000000,45207112,21283,98,190,5.5,2.35,13390
PG-13,Comedy,115,38000000,39177215,30667,98,234,5.6,2.35,3770
PG-13,Comedy,108,41000000,22108977,29861,98,132,5.2,2.35,1134
PG-13,Comedy,114,30000000,12831121,44979,98,298,7,2.35,679
PG-13,Comedy,114,30000000,12831121,44979,98,298,7,2.35,679
PG-13,Comedy,103,28000000,17324744,44103,98,149,5.3,1.85,3211
PG-13,Comedy,104,22000000,20668843,16831,98,54,5.8,2.35,2453
PG-13,Comedy,118,25000000,30920167,6476,98,71,5.7,2.35,3389
PG-13,Comedy,104,20000000,23393765,31323,98,76,6.3,2.35,18760
PG-13,Comedy,85,20000000,48546578,50415,99,613,2.7,1.85,6539
PG-13,Comedy,112,45000000,38360195,21215,99,116,6.4,2.35,3757
PG-13,Comedy,119,20000000,4234040,14301,99,45,7,2.35,64
PG-13,Comedy,91,65000000,14218868,14596,100,282,4.8,2.35,1262
PG-13,Comedy,99,30000000,117559438,66941,100,148,5.1,1.85,1790
PG-13,Comedy,95,10000000,7563670,21268,100,53,5.2,2.35,3651
PG-13,Comedy,103,40000000,37752931,20201,101,180,5.5,1.85,26938
PG-13,Comedy,112,13000000,91038276,47876,101,320,6.1,1.85,1307
PG-13,Comedy,118,30000000,34703228,21767,101,127,6.7,1.85,3797
PG-13,Comedy,106,15000000,35007180,26846,102,193,5.6,1.85,26652
PG-13,Comedy,107,120000000,100685880,100821,102,554,4.8,2.35,4046
PG-13,Comedy,112,48000000,56607223,93367,103,497,6.4,2.35,1823
PG-13,Comedy,109,16000000,16346122,25549,103,171,7.2,1.85,2572
PG-13,Comedy,90,15000000,31585300,38248,103,250,6.1,1.85,2666
PG-13,Comedy,96,18000000,8742261,19824,103,179,3.7,2.35,1385
PG-13,Comedy,105,35000000,67962333,33887,104,160,5.9,1.85,2689
PG-13,Comedy,112,13000000,3169424,18442,104,59,6.8,2.35,2417
PG-13,Comedy,97,70000000,33105600,41663,105,141,5.4,1.37,1576
PG-13,Comedy,125,35000000,18306166,28130,105,215,6.5,2.35,3142
PG-13,Comedy,83,46000,1127331,7559,105,77,7.4,1.85,30
PG-13,Comedy,103,2127519898,410388,13727,105,79,6.9,1.85,991
PG-13,Comedy,83,13000000,46729374,116625,106,469,5.5,1.37,6454
PG-13,Comedy,137,107000000,22406362,16832,106,267,6,2.35,5780
PG-13,Comedy,137,107000000,22406362,16832,106,267,6,2.35,5780
PG-13,Comedy,124,55000000,5755286,18310,106,63,5.9,2.35,26334
PG-13,Comedy,104,40000000,27053815,12856,107,291,4.7,2.35,2888
PG-13,Comedy,108,30000000,8535575,24033,107,152,7,2.35,11519
PG-13,Comedy,104,12000000,65269010,90938,107,271,6.5,2.35,21380
PG-13,Comedy,102,18000000,14793904,28209,107,80,5.3,1.85,4072
PG-13,Comedy,88,27000000,15988876,26236,107,110,5.7,2.35,137712
PG-13,Comedy,94,18000000,15155772,8895,107,48,5.7,2.35,1673
PG-13,Comedy,103,35000000,60400856,61317,108,229,5.2,2.35,17533
PG-13,Comedy,103,10600000,22160085,16747,108,349,5.4,2.35,1228
PG-13,Comedy,90,42000000,87856565,106909,108,268,5.9,1.85,24534
PG-13,Comedy,98,14000000,4291965,9334,108,59,6.7,2.35,678
PG-13,Comedy,116,72000000,32616869,34435,109,346,4.5,2.35,14780
PG-13,Comedy,114,40000000,70836296,109445,109,426,5.9,1.85,2842
PG-13,Comedy,112,16000000,4839383,21613,109,148,6.6,1.85,12766
PG-13,Comedy,110,5000000,4040588,12233,109,89,6.8,2.35,25676
PG-13,Comedy,110,11000000,37766350,19440,109,56,7.3,2.35,3376
PG-13,Comedy,108,20000000,17803796,26100,110,97,5.9,2.35,4374
PG-13,Comedy,87,21000000,480314,38503,110,180,4.8,2.35,4473
PG-13,Comedy,93,12000000,37188667,34219,111,578,3.3,1.85,1531
PG-13,Comedy,93,12000000,37188667,34219,111,578,3.3,1.85,1531
PG-13,Comedy,112,21000000,6830957,11983,111,147,6.7,2.35,16692
PG-13,Comedy,113,18000000,43601508,35718,111,317,6.7,1.85,1310
PG-13,Comedy,115,45000000,48472213,51252,111,156,5,2.35,4305
PG-13,Comedy,115,20000000,37442180,28005,111,236,6.2,2.35,52571
PG-13,Comedy,88,25000000,14174654,74945,111,359,1.9,1.85,2857
PG-13,Comedy,86,30000000,38232624,88518,111,409,2.7,1.85,3854
PG-13,Comedy,109,18000000,22927390,25344,111,77,5.6,1.85,4947
PG-13,Comedy,97,5500000,3629758,44151,112,110,7.9,2.35,745
PG-13,Comedy,107,30000000,21835784,58297,112,161,6.6,1.85,1095
PG-13,Comedy,75,9000000,23078294,25870,112,281,5.1,2.35,3590
PG-13,Comedy,126,15000000,30226144,47626,112,118,7.6,2.35,22745
PG-13,Comedy,93,20000000,39737645,89687,112,666,2.3,1.85,4293
PG-13,Comedy,98,17000000,8662318,15033,112,75,5.9,1.85,2016
PG-13,Comedy,118,23000000,6144806,12821,113,248,6.7,2.35,23689
PG-13,Comedy,102,52000000,1891821,16474,113,301,4.2,2.35,1890
PG-13,Comedy,108,22000000,12232937,22823,113,113,5.6,2.35,2799
PG-13,Comedy,115,42000000,41543207,30077,114,175,6.3,2.35,15571
PG-13,Comedy,105,55000000,93815117,68417,114,242,5.1,2.35,7184
PG-13,Comedy,113,45000000,21009180,45815,114,222,6.1,2.35,4397
PG-13,Comedy,116,22000000,1050445,21394,115,147,7.8,2.35,773
PG-13,Comedy,102,4000000,2601847,22457,115,69,8.5,2.35,48
PG-13,Comedy,103,43000000,37035515,34597,116,194,6,1.37,23864
PG-13,Comedy,103,26000000,7496522,31798,116,178,6.8,1.37,12534
PG-13,Comedy,123,35000000,40334024,44168,116,216,6.2,2.35,2912
PG-13,Comedy,104,60000000,30063805,31788,117,243,6.1,2.35,2109
PG-13,Comedy,96,50000000,126203320,110432,117,309,5.8,1.85,26826
PG-13,Comedy,86,56000000,45860039,53118,117,221,6.2,2.35,14146
PG-13,Comedy,97,58000000,28328132,38298,117,147,6.3,2.35,9814
PG-13,Comedy,99,44000000,31136950,47364,117,75,6.5,2.35,1066
PG-13,Comedy,128,34000000,37432299,50041,117,116,7.1,2.35,3386
PG-13,Comedy,118,50000000,44737059,48322,118,261,6.5,1.85,24024
PG-13,Comedy,101,60000000,93307796,85673,118,269,6.1,1.85,2636
PG-13,Comedy,141,23000000,16123851,17373,118,148,6.2,2.35,1618
PG-13,Comedy,106,50000000,57887882,35508,118,211,6.1,1.85,2325
PG-13,Comedy,90,6000000,18621249,45859,119,340,7.5,1.85,4611
PG-13,Comedy,122,7000000,6601079,17436,119,276,6.2,2.35,2321
PG-13,Comedy,98,37000000,56044241,122187,119,339,6.1,1.85,6742
PG-13,Comedy,125,20000000,13337299,9649,119,226,6.6,2.35,729
PG-13,Comedy,107,25000000,11008432,43903,119,194,7.1,1.85,16651
PG-13,Comedy,107,20000000,57744720,46961,119,132,6.2,2.35,31529
PG-13,Comedy,93,20000000,3749061,28629,119,113,4.9,2.35,30134
PG-13,Comedy,102,40000000,90835030,28621,119,58,5.9,2.35,5178
PG-13,Comedy,98,30000000,43894863,25883,120,262,5.9,2.35,4879
PG-13,Comedy,110,50000000,18472363,63599,120,208,5.8,2.35,25049
PG-13,Comedy,97,20000000,23292105,39541,120,334,5.3,2.35,3261
PG-13,Comedy,91,35000000,43792641,32157,120,119,5.3,2.35,52566
PG-13,Comedy,127,26000000,12188642,21098,120,56,6.9,2.35,2230
PG-13,Comedy,125,60000000,75764085,85844,121,322,6.7,2.35,16646
PG-13,Comedy,117,12500000,21078145,26493,121,159,7.3,2.35,20456
PG-13,Comedy,105,33000000,132541238,30058,121,236,5.5,2.35,2505
PG-13,Comedy,92,5000000,8786715,40274,121,324,6.9,1.85,5668
PG-13,Comedy,91,12000000,1506998,8014,121,50,6.3,1.85,141
PG-13,Comedy,82,35000000,25871834,52052,121,173,4.5,1.85,3266
PG-13,Comedy,99,33000000,35057332,45394,121,72,6.5,2.35,4863
PG-13,Comedy,82,28000000,49968653,85423,122,374,6.9,1.85,37
PG-13,Comedy,82,20000000,36658108,39095,122,187,3.5,1.85,2898
PG-13,Comedy,107,20000000,36874745,12276,122,117,6.3,2.35,389
PG-13,Comedy,109,30000000,10965209,25558,123,221,6.1,2.35,1297
PG-13,Comedy,116,80000000,19480739,53057,123,457,5.6,2.35,43887
PG-13,Comedy,118,55000000,33828318,44453,123,154,5.8,2.35,14036
PG-13,Comedy,140,60000000,13082288,35565,123,247,6.6,2.35,12634
PG-13,Comedy,111,12000000,548934,16863,123,57,6.8,1.85,1554
PG-13,Comedy,96,80000000,56684819,103787,124,615,5.9,2.35,1919
PG-13,Comedy,131,80000000,42044321,65668,124,342,6.5,1.85,12522
PG-13,Comedy,104,30000000,42071069,36223,124,208,6.2,2.35,1827
PG-13,Comedy,114,16500000,26896744,16582,124,125,4.9,1.85,3485
PG-13,Comedy,93,48000000,37879996,81888,125,254,6,2.35,5390
PG-13,Comedy,126,60000000,30695227,45296,125,267,6.7,1.85,34774
PG-13,Comedy,123,48000000,47095453,64595,125,316,6.4,1.85,22209
PG-13,Comedy,115,55000000,74540762,48753,125,323,6.5,1.85,4496
PG-13,Comedy,91,14000000,16298046,22207,125,747,5,2.35,1608
PG-13,Comedy,127,25000000,5128124,44198,126,251,7.9,2.35,12574
PG-13,Comedy,90,90000000,226138454,160440,127,394,6.6,2.35,664
PG-13,Comedy,104,52000000,23020488,42324,127,180,5.5,2.35,2422
PG-13,Comedy,94,25000000,32003620,79141,127,355,6.5,2.35,1102
PG-13,Comedy,130,50000000,1987287,25474,127,138,6.9,2.35,450
PG-13,Comedy,136,30000000,67253092,92702,127,209,7.2,2.35,20299
PG-13,Comedy,128,55000000,7221458,20740,127,178,6.2,1.85,27614
PG-13,Comedy,91,40000000,26404753,34203,127,169,5.3,2.35,3301
PG-13,Comedy,116,70000000,30157016,39659,128,189,5.6,2.35,12993
PG-13,Comedy,101,40000000,46012734,54421,128,101,5.8,2.35,4298
PG-13,Comedy,99,15000000,33860010,33088,128,143,4.8,1.85,16461
PG-13,Comedy,112,35000000,39026186,48019,128,153,5.9,1.85,2371
PG-13,Comedy,132,22000000,40270895,121937,129,431,7.6,1.85,3152
PG-13,Comedy,116,36000000,71026631,98899,129,394,7,1.85,20970
PG-13,Comedy,100,22000000,6852144,15169,129,213,6.2,2.35,1267
PG-13,Comedy,99,6000000,2207975,28855,129,190,7.2,2.35,8297
PG-13,Comedy,98,31000000,16831505,51842,129,173,6.3,2.35,9330
PG-13,Comedy,97,25000000,48237389,63969,129,126,5.5,2.35,18789
PG-13,Comedy,102,25000000,14334645,22449,130,191,4.8,2.35,23352
PG-13,Comedy,106,40000000,59068786,86902,131,411,6.4,2.35,2544
R,Comedy,80,300000,2360184,18035,131,177,7.1,1.85,3010
R,Comedy,137,20000000,39143839,38658,131,284,5,1.85,5746
R,Comedy,126,30000000,53680848,167967,131,243,7.1,1.85,18726
R,Comedy,120,21000000,16284360,15079,131,79,6.1,2.35,6212
R,Comedy,123,80000000,41523271,57038,132,261,6.6,2.35,13934
R,Comedy,116,75000000,30013346,31293,132,254,5.3,2.35,14028
R,Comedy,101,60000000,82931301,43358,132,228,5.5,2.35,6292
R,Comedy,102,15000000,6409206,32311,132,104,6.2,1.85,33153
R,Comedy,101,8500000,34017854,51326,132,116,6.5,2.35,36892
R,Comedy,95,45000000,89808372,46417,133,297,4.6,1.85,3500
R,Comedy,103,58000000,29580087,29523,133,121,4.7,2.35,3150
